graph,w,mode,eat,eat_at_max,bitter,bitter_at_max,escape,escape_at_max,turn_away,turn_away_at_max,turn_to,turn_to_at_max,head,head_at_max
flywire_ge5,1.0,A,26.0,0.0,,,,0.9915527451952393,38.7,0.0,79.0,0.0,,1.2088859992808902
