graph,w,removed,dt,fly,sd,s150,s150_MN9_L,s150_active,s80,s80_MN9_L,s80_active,s40,s40_MN9_L,s40_active,s150_l100,s150_l100_MN9_L,s150_l100_active,s150_l150,s150_l150_MN9_L,s150_l150_active,s80_l100,s80_l100_MN9_L,s80_l100_active,s40_l100,s40_l100_MN9_L,s40_l100_active,s150_lL150,s150_lL150_MN9_L,s150_lL150_active,s150_lR150,s150_lR150_MN9_L,s150_lR150_active,loom,loom_MN9_L,loom_active
malecns_all,0.152,intact,0.1,9,0.5,57.4,113.6,12237.8,21.4,42.8,447.8,0.2,0.4,77.8,47.8,94.0,8757.6,23.4,46.8,11900.0,0.0,0.0,2945.0,0.0,0.0,2868.0,55.6,108.4,13137.8,67.0,129.2,4730.4,378.6,0.0,4044.8
malecns_all,0.152,intact,0.1,10,0.5,51.4,99.6,12236.0,17.6,35.2,365.8,0.8,1.6,80.4,32.2,63.2,5211.8,27.0,53.6,9608.4,0.2,0.4,2941.6,0.0,0.0,2860.4,58.0,109.6,4993.4,54.800000000000004,105.2,4810.2,387.4,0.0,3292.8
malecns_all,0.152,intact,0.1,7,0.5,54.8,108.0,11912.8,13.2,26.4,2534.8,0.4,0.8,93.6,35.4,69.6,11289.8,22.0,44.0,13713.8,8.2,16.4,9103.4,0.0,0.0,2881.6,54.6,104.8,12337.4,42.0,82.4,10989.8,384.0,0.0,3828.6
malecns_all,0.152,PVLP069_L,0.1,2,0.5,53.8,102.8,12247.4,21.400000000000002,41.6,479.0,0.2,0.4,97.8,57.8,106.0,10188.6,25.4,50.4,13906.2,1.6,3.2,4508.4,0.0,0.0,2814.2,57.2,104.4,11009.6,49.4,93.6,11190.4,382.0,0.0,3268.8
malecns_all,0.152,PVLP069_L,0.1,9,0.5,57.4,113.6,12237.8,21.4,42.8,447.8,0.2,0.4,77.8,43.6,86.0,7268.6,22.4,44.8,13781.2,0.2,0.4,2873.0,0.0,0.0,2797.0,52.6,103.2,11151.4,66.60000000000001,128.4,2602.0,378.4,0.0,3980.2
malecns_all,0.152,PVLP069_L,0.1,5,0.5,52.2,101.2,11920.2,15.4,30.8,357.4,1.0,2.0,94.6,31.6,63.2,12910.6,15.8,31.6,11722.6,0.4,0.8,4684.2,0.0,0.0,2823.0,38.4,74.8,13313.2,48.199999999999996,94.8,8801.2,384.6,0.0,3233.6
malecns_all,0.152,PVLP069_L,0.1,1,0.5,75.2,138.8,3404.4,10.4,20.8,315.0,0.0,0.0,85.2,45.599999999999994,87.6,5185.4,21.799999999999997,42.8,5646.2,1.2,2.4,2834.2,0.0,0.0,2769.2,63.8,117.6,6807.0,63.800000000000004,118.4,4088.8,382.4,0.0,3473.2
malecns_all,0.152,PVLP069_L,0.1,10,0.5,51.4,99.6,12236.0,17.6,35.2,365.8,0.8,1.6,80.4,43.199999999999996,83.6,6989.8,14.8,29.6,9168.6,0.0,0.0,2861.6,0.0,0.0,2797.8,66.6,123.6,2456.4,52.4,101.2,4784.0,388.0,0.0,3218.0
malecns_all,0.152,PVLP069_L,0.1,8,0.5,73.6,138.0,7066.6,18.8,37.6,2212.8,0.0,0.0,81.0,37.0,71.6,9201.0,20.4,40.8,5522.0,0.2,0.4,4362.4,0.0,0.0,2821.4,50.2,93.2,8992.4,57.2,108.4,4749.4,381.2,0.0,3244.8
malecns_all,0.152,PVLP069_L,0.1,6,0.5,42.599999999999994,83.6,12308.8,11.4,22.8,377.8,0.4,0.8,89.4,27.4,54.8,13537.2,20.2,40.4,13888.6,2.4,4.8,4973.0,0.0,0.0,2818.0,31.8,62.0,13335.4,28.0,56.0,13369.0,383.0,0.0,3351.0
malecns_all,0.152,PVLP069_L,0.1,7,0.5,54.8,108.0,11912.8,13.2,26.4,2534.8,0.4,0.8,93.6,41.400000000000006,80.4,10608.0,21.6,43.2,13354.2,3.8,7.6,6885.8,0.0,0.0,2827.8,45.4,87.2,13027.8,42.599999999999994,83.6,10961.8,384.0,0.0,3265.4
malecns_all,0.152,PVLP069_R,0.1,2,0.5,53.8,102.8,12247.4,21.400000000000002,41.6,479.0,0.2,0.4,97.8,49.6,92.4,11345.8,26.0,51.6,13944.4,1.0,2.0,2866.0,0.0,0.0,2793.6,50.0,93.2,11316.6,52.199999999999996,97.6,13204.2,381.6,0.0,3510.4
malecns_all,0.152,PVLP069_R,0.1,1,0.5,75.2,138.8,3404.4,10.4,20.8,315.0,0.0,0.0,85.2,55.800000000000004,105.2,4874.0,25.4,50.0,5600.8,9.6,18.8,4980.4,0.0,0.0,2744.4,64.6,119.2,6852.4,68.2,126.4,4839.4,382.6,0.0,3673.8
malecns_all,0.152,PVLP069_R,0.1,4,0.5,43.4,84.0,12072.0,13.8,27.6,392.4,0.0,0.0,85.4,30.0,60.0,13304.8,18.6,37.2,11749.2,4.2,8.4,4876.8,0.0,0.0,2742.4,46.8,88.0,10343.6,37.6,72.8,12966.6,379.6,0.0,3228.8
malecns_all,0.152,PVLP069_R,0.1,3,0.5,49.199999999999996,96.8,12212.0,14.4,28.8,389.2,0.8,1.6,94.6,38.8,76.8,13537.4,27.0,53.6,13855.8,11.2,22.4,8746.8,0.0,0.0,2836.6,38.400000000000006,74.4,13287.8,41.4,80.0,13239.8,382.4,0.0,3362.8
malecns_all,0.152,PVLP069_R,0.1,6,0.5,42.599999999999994,83.6,12308.8,11.4,22.8,377.8,0.4,0.8,89.4,29.2,58.0,13133.0,20.8,41.6,11841.4,0.2,0.4,2826.0,0.0,0.0,2795.2,31.599999999999998,62.8,13359.4,34.4,68.0,13353.6,382.6,0.0,3353.8
malecns_all,0.152,PVLP069_L,0.1,4,0.5,43.4,84.0,12072.0,13.8,27.6,392.4,0.0,0.0,85.4,28.6,57.2,13329.4,20.0,40.0,12909.6,3.6,7.2,4941.2,0.0,0.0,2808.2,45.4,85.6,10229.6,30.599999999999998,60.4,12988.4,380.0,0.0,3231.2
malecns_all,0.152,PVLP069_R,0.1,8,0.5,73.6,138.0,7066.6,18.8,37.6,2212.8,0.0,0.0,81.0,48.6,92.0,5123.4,24.599999999999998,48.8,6428.4,2.2,4.4,6284.4,0.0,0.0,2798.6,54.0,100.4,9054.6,60.800000000000004,113.2,6717.6,380.4,0.0,3337.8
malecns_all,0.152,PVLP069_R,0.1,5,0.5,52.2,101.2,11920.2,15.4,30.8,357.4,1.0,2.0,94.6,33.8,67.6,13223.0,18.2,36.4,13843.8,0.2,0.4,2818.8,0.0,0.0,2790.8,34.800000000000004,68.4,13338.8,42.4,82.8,13238.0,383.4,0.0,3257.8
malecns_all,0.152,PVLP069_R,0.1,10,0.5,51.4,99.6,12236.0,17.6,35.2,365.8,0.8,1.6,80.4,44.8,86.8,5021.4,23.2,46.0,5638.8,0.0,0.0,2853.4,0.0,0.0,2762.4,59.0,109.2,4940.6,68.8,128.0,4568.8,386.4,0.0,3199.4
malecns_all,0.152,intact,0.1,4,0.5,43.4,84.0,12072.0,13.8,27.6,392.4,0.0,0.0,85.4,32.6,64.0,12638.4,18.4,36.8,13775.0,4.0,8.0,5018.2,0.0,0.0,2877.2,44.0,83.2,10876.8,35.0,68.0,11015.0,380.20000000000005,0.0,3275.2
malecns_all,0.152,PVLP069_both,0.1,1,0.5,75.2,138.8,3404.4,10.4,20.8,315.0,0.0,0.0,85.2,57.400000000000006,108.4,4860.0,19.4,38.4,7638.8,4.0,8.0,4844.4,0.0,0.0,2703.2,68.8,126.0,2688.0,66.0,121.6,4606.4,381.20000000000005,0.0,3788.6
malecns_all,0.152,PVLP069_R,0.1,9,0.5,57.4,113.6,12237.8,21.4,42.8,447.8,0.2,0.4,77.8,61.199999999999996,116.8,6930.8,25.4,50.8,13806.6,1.6,3.2,2832.4,0.0,0.0,2781.4,53.800000000000004,104.4,11321.4,77.4,146.0,4637.0,377.6,0.0,4052.8
malecns_all,0.152,PVLP069_both,0.1,2,0.5,53.8,102.8,12247.4,21.400000000000002,41.6,479.0,0.2,0.4,97.8,52.0,96.4,9284.0,27.4,54.4,13985.2,1.0,2.0,2876.2,0.0,0.0,2797.8,57.2,104.0,10965.0,53.2,99.2,13133.8,381.0,0.0,3259.6
malecns_all,0.152,PVLP069_L,0.1,3,0.5,49.199999999999996,96.8,12212.0,14.4,28.8,389.2,0.8,1.6,94.6,33.400000000000006,66.4,13568.8,24.4,48.8,13842.4,8.6,17.2,9072.4,0.0,0.0,2884.6,37.400000000000006,72.4,13306.6,40.4,80.0,13245.0,382.4,0.0,3359.4
malecns_all,0.152,PVLP069_both,0.1,3,0.5,49.199999999999996,96.8,12212.0,14.4,28.8,389.2,0.8,1.6,94.6,34.8,68.8,13413.4,30.0,60.0,13462.4,8.4,16.8,8725.4,0.0,0.0,2861.6,38.2,74.4,13238.2,45.800000000000004,89.2,13147.2,381.4,0.0,3378.0
malecns_all,0.152,PVLP069_both,0.1,4,0.5,43.4,84.0,12072.0,13.8,27.6,392.4,0.0,0.0,85.4,34.199999999999996,67.6,13365.0,19.0,38.0,13734.4,4.6,9.2,4858.2,0.0,0.0,2749.4,53.400000000000006,98.4,8127.2,37.199999999999996,71.6,13025.0,378.4,0.0,3186.8
malecns_all,0.152,PVLP069_both,0.1,5,0.5,52.2,101.2,11920.2,15.4,30.8,357.4,1.0,2.0,94.6,34.0,67.6,11214.0,18.0,36.0,13783.0,0.2,0.4,2802.6,0.0,0.0,2795.2,35.6,69.2,13329.2,41.2,81.2,12811.4,382.6,0.0,3220.6
malecns_all,0.152,PVLP069_R,0.1,7,0.5,54.8,108.0,11912.8,13.2,26.4,2534.8,0.4,0.8,93.6,50.0,96.8,10697.0,23.4,46.8,13675.8,11.8,23.6,8962.8,0.0,0.0,2786.2,53.6,102.8,10571.4,46.400000000000006,90.4,12947.0,382.6,0.0,3298.0
malecns_all,0.152,PVLP069_both,0.1,8,0.5,73.6,138.0,7066.6,18.8,37.6,2212.8,0.0,0.0,81.0,44.0,84.4,7139.8,26.4,52.8,5385.2,2.8,5.6,4774.2,0.0,0.0,2797.6,57.2,105.2,6847.0,60.4,112.8,8788.6,379.8,0.0,3242.6
malecns_all,0.152,PVLP069_both,0.1,6,0.5,42.599999999999994,83.6,12308.8,11.4,22.8,377.8,0.4,0.8,89.4,28.6,57.2,13478.0,21.6,43.2,13909.2,2.4,4.8,4914.8,0.0,0.0,2776.0,35.599999999999994,69.6,13358.4,31.400000000000002,61.6,13376.0,381.79999999999995,0.0,3414.0
malecns_all,0.152,PVLP069_both,0.1,10,0.5,51.4,99.6,12236.0,17.6,35.2,365.8,0.8,1.6,80.4,41.0,78.4,5087.4,26.0,51.6,3455.8,0.0,0.0,2822.4,0.0,0.0,2754.4,57.199999999999996,107.6,4795.4,68.0,128.0,2482.4,386.0,0.0,3213.8
malecns_all,0.152,PVLP069_both,0.1,9,0.5,57.4,113.6,12237.8,21.4,42.8,447.8,0.2,0.4,77.8,62.0,118.8,7077.8,23.4,46.8,13744.4,0.6,1.2,2840.0,0.0,0.0,2778.6,50.0,97.6,13331.2,78.8,148.4,4351.0,376.6,0.0,3982.4
malecns_all,0.152,intact,0.1,4,1.0,39.6,77.2,12279.4,11.2,22.4,379.6,0.0,0.0,77.0,30.400000000000002,59.6,13537.0,18.6,37.2,13846.0,4.2,8.4,5050.6,0.0,0.0,2920.2,35.2,67.2,13216.0,32.0,61.6,11046.8,376.8,0.0,3323.0
malecns_all,0.152,intact,0.1,2,1.0,53.199999999999996,99.6,12582.4,66.0,117.2,4982.0,2.2,4.4,118.6,44.400000000000006,82.4,14008.0,33.0,63.2,14350.2,40.800000000000004,72.4,4930.2,0.0,0.0,2898.2,52.0,93.6,13433.8,52.2,94.4,13604.4,381.0,0.0,4491.4
malecns_all,0.152,intact,0.1,6,1.0,41.2,80.4,12466.0,8.8,17.6,416.2,0.0,0.0,119.6,22.2,44.4,13609.6,20.4,40.8,14072.4,4.0,8.0,5126.8,0.0,0.0,2925.6,29.8,59.2,13404.8,26.2,52.4,13467.6,383.4,0.0,3563.2
malecns_all,0.152,intact,0.1,7,1.0,63.6,124.8,12348.4,28.200000000000003,55.2,2842.8,0.4,0.8,103.8,41.6,82.0,13437.0,24.0,48.0,14212.4,8.6,17.2,11305.6,0.0,0.0,2897.8,43.8,85.6,13615.6,53.2,105.2,11070.4,383.6,0.0,4609.0
malecns_all,0.152,intact,0.1,3,1.0,47.6,92.8,12476.0,41.4,80.0,10083.2,1.8,3.6,175.2,35.2,70.4,13643.4,26.6,53.2,14028.6,19.2,38.4,12964.6,0.0,0.0,3010.4,38.8,76.0,13502.4,42.0,82.8,13393.4,382.6,0.0,3574.0
malecns_all,0.152,intact,0.1,8,1.0,57.2,106.0,9195.2,30.0,58.8,9898.0,0.8,1.6,97.4,47.0,85.6,5326.6,24.4,48.0,4750.6,17.8,35.6,13507.4,0.0,0.0,2943.2,65.4,116.4,4889.8,65.39999999999999,117.6,6829.6,379.20000000000005,0.0,4356.2
malecns_all,0.152,intact,0.1,10,1.0,74.0,140.0,3257.4,18.4,36.8,474.0,0.2,0.4,85.4,48.6,94.8,3169.0,21.6,43.2,3633.0,1.0,2.0,3002.4,0.0,0.0,2926.8,61.0,114.0,2992.6,59.2,114.4,2740.6,391.79999999999995,0.0,3310.4
malecns_all,0.152,PVLP069_L,0.1,1,1.0,83.19999999999999,149.2,875.0,9.6,19.2,339.0,0.0,0.0,85.4,64.60000000000001,118.4,5179.0,31.6,61.2,11997.6,1.0,2.0,3969.4,0.0,0.0,3988.2,78.0,137.2,2473.4,77.0,137.6,2673.8,381.6,0.0,4394.0
malecns_all,0.152,PVLP069_L,0.1,2,1.0,53.199999999999996,99.6,12582.4,66.0,117.2,4982.0,2.2,4.4,118.6,46.0,84.8,13724.4,32.8,62.8,14316.0,48.400000000000006,86.4,4850.0,0.0,0.0,2837.2,43.199999999999996,78.8,13689.8,51.4,93.6,13506.0,380.4,0.0,4516.0
malecns_all,0.152,PVLP069_both,0.1,7,0.5,54.8,108.0,11912.8,13.2,26.4,2534.8,0.4,0.8,93.6,48.800000000000004,95.2,10844.6,23.4,46.8,13028.2,10.2,20.4,8889.8,0.0,0.0,2767.8,50.4,97.2,12821.4,50.4,98.8,12984.4,382.2,0.0,3471.8
malecns_all,0.152,PVLP069_L,0.1,4,1.0,39.6,77.2,12279.4,11.2,22.4,379.6,0.0,0.0,77.0,27.0,54.0,13431.4,18.6,37.2,13816.0,3.2,6.4,4981.0,0.0,0.0,2843.4,36.0,69.2,13098.8,33.4,65.2,11044.6,376.8,0.0,3270.0
malecns_all,0.152,PVLP069_L,0.1,5,1.0,51.8,101.6,12268.2,20.0,40.0,394.4,1.4,2.8,98.0,23.8,47.6,13519.2,14.2,28.4,13870.2,1.6,3.2,6692.8,0.0,0.0,2851.2,34.599999999999994,67.6,13427.8,40.6,80.4,12667.8,384.8,0.0,3264.0
malecns_all,0.152,PVLP069_L,0.1,6,1.0,41.2,80.4,12466.0,8.8,17.6,416.2,0.0,0.0,119.6,22.8,45.6,13579.2,21.0,42.0,14053.8,4.2,8.4,5047.4,0.0,0.0,2828.8,28.799999999999997,56.8,13457.0,27.8,55.6,13425.6,383.0,0.0,3423.4
malecns_all,0.152,PVLP069_L,0.1,3,1.0,47.6,92.8,12476.0,41.4,80.0,10083.2,1.8,3.6,175.2,37.0,74.0,13649.4,26.4,52.8,14005.2,21.8,43.6,13522.0,0.0,0.0,2954.6,37.599999999999994,73.6,13452.2,37.800000000000004,75.2,13388.8,382.20000000000005,0.0,3688.0
malecns_all,0.152,intact,0.1,9,1.0,69.60000000000001,138.8,12487.6,39.0,78.0,722.6,0.8,1.6,72.2,56.8,112.0,8959.8,26.0,52.0,14121.0,4.2,8.4,2964.6,0.0,0.0,2849.4,68.2,134.0,6343.2,81.2,156.4,6236.0,373.4,0.0,4345.4
malecns_all,0.152,PVLP069_L,0.1,10,1.0,74.0,140.0,3257.4,18.4,36.8,474.0,0.2,0.4,85.4,35.2,68.4,3121.2,25.799999999999997,50.8,3579.6,2.0,4.0,2940.2,0.0,0.0,2843.6,66.6,123.2,2789.6,61.2,116.0,2681.2,391.2,0.0,3236.4
malecns_all,0.152,PVLP069_R,0.1,1,1.0,83.19999999999999,149.2,875.0,9.6,19.2,339.0,0.0,0.0,85.4,71.8,129.2,4955.4,28.6,55.6,10340.2,5.6000000000000005,10.8,3977.2,0.0,0.0,3878.0,72.6,129.2,2793.8,81.0,144.4,2513.6,381.4,0.0,4400.4
malecns_all,0.152,PVLP069_L,0.1,7,1.0,63.6,124.8,12348.4,28.200000000000003,55.2,2842.8,0.4,0.8,103.8,47.4,93.2,11469.2,27.8,55.6,14065.8,5.2,10.4,9690.4,0.0,0.0,2831.0,46.6,90.4,13622.4,57.2,111.2,11090.8,383.0,0.0,4244.6
malecns_all,0.152,intact,0.1,1,1.0,83.19999999999999,149.2,875.0,9.6,19.2,339.0,0.0,0.0,85.4,68.6,123.6,3150.4,29.6,57.6,13006.8,8.8,16.8,3852.8,0.0,0.0,3967.4,77.19999999999999,137.2,4573.6,71.39999999999999,129.6,2694.8,382.79999999999995,0.0,4393.4
malecns_all,0.152,PVLP069_L,0.1,9,1.0,69.60000000000001,138.8,12487.6,39.0,78.0,722.6,0.8,1.6,72.2,63.800000000000004,125.2,11430.8,29.6,59.2,14084.4,2.8,5.6,2897.8,0.0,0.0,2847.8,74.2,145.6,7343.8,80.4,154.4,4535.4,372.79999999999995,0.0,4311.2
malecns_all,0.152,PVLP069_L,0.1,8,1.0,57.2,106.0,9195.2,30.0,58.8,9898.0,0.8,1.6,97.4,40.0,74.8,7320.8,20.799999999999997,40.8,6318.8,17.8,35.6,13462.8,0.0,0.0,2862.2,69.4,122.8,4827.2,63.4,114.0,4834.8,378.4,0.0,4062.6
malecns_all,0.152,PVLP069_R,0.1,2,1.0,53.199999999999996,99.6,12582.4,66.0,117.2,4982.0,2.2,4.4,118.6,52.6,94.4,13809.2,34.599999999999994,65.6,14324.0,46.0,81.6,5375.2,0.0,0.0,2845.8,48.2,87.2,12673.4,47.0,85.6,13655.0,380.2,0.0,4533.4
malecns_all,0.152,intact,0.1,5,1.0,51.8,101.6,12268.2,20.0,40.0,394.4,1.4,2.8,98.0,21.6,43.2,11450.2,15.6,31.2,13930.6,0.6,1.2,2941.2,0.0,0.0,2893.6,32.2,63.6,13414.6,35.0,70.0,13264.6,385.6,0.0,3336.8
malecns_all,0.152,PVLP069_R,0.1,4,1.0,39.6,77.2,12279.4,11.2,22.4,379.6,0.0,0.0,77.0,29.0,57.2,13458.6,19.8,39.6,13830.4,4.0,8.0,4941.4,0.0,0.0,2800.8,37.199999999999996,70.8,12631.4,32.4,63.2,13172.2,376.0,0.0,3295.4
malecns_all,0.152,PVLP069_R,0.1,6,1.0,41.2,80.4,12466.0,8.8,17.6,416.2,0.0,0.0,119.6,24.0,48.0,13570.0,20.4,40.8,14003.2,1.2,2.4,2880.4,0.0,0.0,2804.6,27.4,54.8,13431.6,28.8,57.2,13470.2,382.2,0.0,3742.8
malecns_all,0.152,PVLP069_R,0.1,10,1.0,74.0,140.0,3257.4,18.4,36.8,474.0,0.2,0.4,85.4,55.4,105.6,3072.8,22.0,43.6,4851.2,5.8,11.6,2963.8,0.0,0.0,2839.6,64.8,120.8,2956.2,70.6,131.6,2534.4,390.8,0.0,3274.4
malecns_all,0.152,PVLP069_R,0.1,7,1.0,63.6,124.8,12348.4,28.200000000000003,55.2,2842.8,0.4,0.8,103.8,47.0,91.6,13368.0,27.4,54.8,14121.6,6.6,13.2,9203.0,0.0,0.0,2825.6,48.4,94.8,13542.2,58.0,113.2,13067.0,382.20000000000005,0.0,4549.4
malecns_all,0.152,PVLP069_both,0.1,1,1.0,83.19999999999999,149.2,875.0,9.6,19.2,339.0,0.0,0.0,85.4,72.2,130.4,2981.4,27.6,53.2,11487.6,3.4,6.8,7579.4,0.0,0.0,3915.4,77.0,136.8,2889.2,77.2,138.4,2484.6,380.4,0.0,4353.4
malecns_all,0.152,PVLP069_R,0.1,9,1.0,69.60000000000001,138.8,12487.6,39.0,78.0,722.6,0.8,1.6,72.2,73.4,142.0,9377.0,29.8,59.6,14056.8,4.4,8.8,3097.2,0.0,0.0,2827.2,66.2,130.8,5517.2,83.8,161.2,8235.6,372.2,0.0,4354.8
malecns_all,0.152,PVLP069_R,0.1,5,1.0,51.8,101.6,12268.2,20.0,40.0,394.4,1.4,2.8,98.0,24.6,49.2,13412.6,17.6,35.2,13919.2,1.0,2.0,2914.4,0.0,0.0,2838.8,33.2,65.2,13443.0,41.4,82.0,13310.6,384.2,0.0,3292.8
malecns_all,0.152,PVLP069_both,0.1,10,1.0,74.0,140.0,3257.4,18.4,36.8,474.0,0.2,0.4,85.4,49.2,94.4,5152.0,25.599999999999998,50.4,3527.2,0.4,0.8,2883.2,0.0,0.0,2842.8,65.4,122.0,3064.0,74.8,139.2,2512.2,389.8,0.0,3238.0
malecns_all,0.152,PVLP069_both,0.1,9,1.0,69.60000000000001,138.8,12487.6,39.0,78.0,722.6,0.8,1.6,72.2,71.2,139.6,11362.6,33.2,66.4,14083.8,1.4,2.8,2956.6,0.0,0.0,2798.2,66.39999999999999,131.6,5397.0,79.4,154.0,10729.4,370.79999999999995,0.0,4322.8
malecns_all,0.275,intact,0.2,3,0.5,165.60000000000002,264.8,20055.8,121.6,200.0,20305.0,103.0,167.6,18195.0,150.2,240.0,21188.2,92.60000000000001,162.4,21776.0,76.0,136.8,21291.8,70.60000000000001,110.4,18922.4,158.4,252.8,20871.4,157.4,252.4,20974.6,393.6,0.0,21966.0
malecns_all,0.275,intact,0.2,2,0.5,167.39999999999998,260.4,20237.4,120.8,194.0,20472.2,101.6,162.0,20047.8,142.20000000000002,224.8,21552.4,109.39999999999999,181.2,21820.8,78.60000000000001,136.8,21470.2,94.2,142.8,16098.4,152.6,238.0,21157.0,160.4,250.4,21042.6,394.8,0.0,22004.2
malecns_all,0.152,PVLP069_both,0.1,6,1.0,41.2,80.4,12466.0,8.8,17.6,416.2,0.0,0.0,119.6,29.0,58.0,13557.0,21.8,43.6,13975.8,2.8,5.6,4969.4,0.0,0.0,2802.8,30.4,60.4,13477.8,30.0,59.6,13541.0,382.0,0.0,3910.0
malecns_all,0.152,PVLP069_R,0.1,8,1.0,57.2,106.0,9195.2,30.0,58.8,9898.0,0.8,1.6,97.4,49.8,90.8,5220.0,26.2,50.8,5772.4,16.2,32.4,13393.0,0.0,0.0,4624.2,63.0,112.4,6953.4,72.80000000000001,130.8,4834.2,377.6,0.0,4432.8
malecns_all,0.275,intact,0.2,1,0.5,163.6,257.2,20485.4,108.2,178.0,20571.4,115.8,185.2,16281.8,140.6,224.0,19154.6,98.8,167.6,21917.8,69.8,124.0,21303.4,15.4,30.8,19209.8,152.8,240.8,21125.4,156.8,247.2,20971.4,392.4,0.0,22271.2
malecns_all,0.152,PVLP069_both,0.1,8,1.0,57.2,106.0,9195.2,30.0,58.8,9898.0,0.8,1.6,97.4,52.6,95.2,5188.6,21.8,42.4,5718.0,18.6,37.2,13430.6,0.0,0.0,2858.2,67.6,119.6,4816.6,70.2,124.4,4633.2,376.6,0.0,4395.6
malecns_all,0.152,PVLP069_both,0.1,4,1.0,39.6,77.2,12279.4,11.2,22.4,379.6,0.0,0.0,77.0,28.599999999999998,56.8,13429.2,20.6,41.2,13864.8,3.8,7.6,4926.2,0.0,0.0,2755.4,36.2,70.0,13176.8,34.0,66.0,13140.8,374.20000000000005,0.0,3262.2
malecns_all,0.152,PVLP069_both,0.1,2,1.0,53.199999999999996,99.6,12582.4,66.0,117.2,4982.0,2.2,4.4,118.6,50.4,91.6,13682.4,34.8,66.8,14291.4,41.0,73.6,5077.2,0.0,0.0,2844.6,53.4,96.0,11464.6,48.2,88.0,13626.8,379.2,0.0,4521.8
malecns_all,0.152,PVLP069_both,0.1,5,1.0,51.8,101.6,12268.2,20.0,40.0,394.4,1.4,2.8,98.0,23.6,47.2,13438.8,16.0,32.0,13873.2,1.8,3.6,5008.4,0.0,0.0,2867.8,34.800000000000004,68.4,13442.2,42.599999999999994,83.6,13042.4,383.79999999999995,0.0,3274.6
malecns_all,0.275,PVLP069_R,0.2,3,0.5,165.60000000000002,264.8,20055.8,121.6,200.0,20305.0,103.0,167.6,18195.0,155.20000000000002,248.8,21121.0,101.8,176.4,21495.6,73.4,132.0,21136.4,42.6,68.0,15282.6,161.4,256.0,20902.2,162.0,258.0,21111.0,394.0,0.0,21860.4
malecns_all,0.275,PVLP069_L,0.2,5,0.5,153.2,248.4,20447.4,56.800000000000004,98.4,20571.0,61.2,102.8,20549.8,98.4,172.8,20892.0,63.0,116.4,21635.0,52.6,98.8,20808.0,12.8,25.6,18476.2,121.0,204.4,20989.8,145.8,236.8,16988.4,393.8,0.0,21903.4
malecns_all,0.275,PVLP069_L,0.2,3,0.5,165.60000000000002,264.8,20055.8,121.6,200.0,20305.0,103.0,167.6,18195.0,153.8,246.4,21033.0,102.2,176.8,21535.4,83.2,144.8,21073.2,24.599999999999998,40.8,16515.2,156.2,248.0,20934.2,162.2,259.2,20996.0,393.8,0.0,21937.4
malecns_all,0.275,PVLP069_L,0.2,4,0.5,157.6,248.4,20281.2,87.8,149.6,20353.8,59.8,97.2,20639.0,111.6,189.6,20785.4,70.8,128.0,21533.0,63.199999999999996,115.6,20856.0,0.0,0.0,14097.6,128.0,207.6,20738.2,141.4,228.0,20794.6,393.4,0.0,19846.6
malecns_all,0.275,PVLP069_L,0.2,2,0.5,167.39999999999998,260.4,20237.4,120.8,194.0,20472.2,101.6,162.0,20047.8,153.0,237.6,21465.4,91.2,156.8,21673.4,76.0,131.6,21114.2,66.2,104.0,17261.2,158.0,246.8,21053.4,162.8,253.2,21069.4,392.6,0.0,21888.6
malecns_all,0.275,PVLP069_R,0.2,2,0.5,167.39999999999998,260.4,20237.4,120.8,194.0,20472.2,101.6,162.0,20047.8,154.4,240.0,21454.0,106.80000000000001,176.8,21677.2,79.8,139.2,21287.0,20.2,37.6,21332.6,164.8,255.6,21268.2,163.2,255.2,21138.8,392.2,0.0,21953.6
malecns_all,0.275,PVLP069_R,0.2,4,0.5,157.6,248.4,20281.2,87.8,149.6,20353.8,59.8,97.2,20639.0,117.8,195.2,20954.2,80.60000000000001,142.4,21624.8,61.199999999999996,113.6,20964.2,17.6,35.2,18711.0,132.0,213.6,21012.0,145.0,234.4,20765.8,390.0,0.0,21811.2
malecns_all,0.275,PVLP069_R,0.2,1,0.5,163.6,257.2,20485.4,108.2,178.0,20571.4,115.8,185.2,16281.8,147.4,232.4,21044.8,110.6,184.0,21615.4,82.6,142.0,21086.4,28.0,49.2,19259.2,153.4,241.6,21051.2,164.6,258.0,20960.6,392.6,0.0,22098.8
malecns_all,0.152,PVLP069_both,0.1,3,1.0,47.6,92.8,12476.0,41.4,80.0,10083.2,1.8,3.6,175.2,37.0,73.2,13602.6,25.6,51.2,13967.0,19.6,39.2,13239.4,0.0,0.0,2963.8,35.199999999999996,68.8,13432.2,38.8,76.0,13445.4,380.0,0.0,3676.6
malecns_all,0.152,PVLP069_both,0.1,7,1.0,63.6,124.8,12348.4,28.200000000000003,55.2,2842.8,0.4,0.8,103.8,49.800000000000004,97.2,12946.0,27.2,54.4,14050.0,8.4,16.8,9168.8,0.0,0.0,2821.8,48.400000000000006,94.4,13540.2,58.6,113.2,11227.8,381.6,0.0,4376.8
malecns_all,0.152,PVLP069_R,0.1,3,1.0,47.6,92.8,12476.0,41.4,80.0,10083.2,1.8,3.6,175.2,39.0,78.0,13620.2,26.8,53.6,14015.2,21.599999999999998,42.8,11469.4,0.0,0.0,2954.4,31.8,63.2,13448.6,40.800000000000004,80.4,13407.8,380.79999999999995,0.0,3752.8
