graph,w,removed,dt,fly,sd,s150,s150_MN9_L,s150_active,s80,s80_MN9_L,s80_active,s40,s40_MN9_L,s40_active,s150_l100,s150_l100_MN9_L,s150_l100_active,s150_l150,s150_l150_MN9_L,s150_l150_active,s80_l100,s80_l100_MN9_L,s80_l100_active,s40_l100,s40_l100_MN9_L,s40_l100_active,s150_lL150,s150_lL150_MN9_L,s150_lL150_active,s150_lR150,s150_lR150_MN9_L,s150_lR150_active,loom,loom_MN9_L,loom_active
malecns_all,0.152,intact,0.2,1,0.5,67.0,125.2,5390.6,6.2,12.4,303.4,0.0,0.0,75.6,39.2,76.4,3104.8,22.0,44.0,5665.8,0.0,0.0,2888.8,0.0,0.0,2841.4,61.0,113.2,4709.0,63.2,120.4,4675.0,386.4,0.0,3699.4
malecns_all,0.152,intact,0.2,10,0.5,56.400000000000006,110.4,9953.4,19.6,39.2,397.6,1.0,2.0,80.6,38.0,74.4,7396.2,21.2,42.4,7019.2,0.0,0.0,2926.8,0.0,0.0,2856.8,52.2,98.4,7155.0,55.2,104.4,4828.6,390.79999999999995,0.0,3283.8
malecns_all,0.152,PVLP069_L,0.2,4,0.5,53.2,102.4,11827.2,8.2,16.4,275.0,0.0,0.0,81.4,25.8,51.6,13433.6,18.2,36.4,13418.2,0.8,1.6,2888.8,0.0,0.0,2807.2,42.0,80.4,13083.8,33.199999999999996,64.8,11047.0,382.8,0.0,3232.2
malecns_all,0.152,intact,0.2,4,0.5,53.2,102.4,11827.2,8.2,16.4,275.0,0.0,0.0,81.4,25.2,50.4,11398.4,17.2,34.4,9669.0,0.0,0.0,2908.6,0.0,0.0,2863.0,38.4,73.6,13223.2,37.2,72.0,11078.6,383.0,0.0,3272.2
malecns_all,0.152,PVLP069_L,0.2,1,0.5,67.0,125.2,5390.6,6.2,12.4,303.4,0.0,0.0,75.6,39.6,77.2,5154.2,21.0,42.0,9849.6,7.2,14.4,2846.4,0.0,0.0,2776.0,70.0,128.4,4421.2,59.800000000000004,113.2,2596.2,385.8,0.0,3694.0
malecns_all,0.152,intact,0.2,8,0.5,64.2,120.4,8931.4,20.0,40.0,368.8,1.2,2.4,99.0,35.0,67.2,7294.8,16.0,32.0,9629.8,1.0,2.0,4436.8,0.0,0.0,2872.0,52.4,97.2,6890.8,57.6,106.8,6790.0,384.4,0.0,3285.8
malecns_all,0.152,intact,0.2,2,0.5,51.0,96.8,12303.8,23.4,46.4,4988.0,1.2,2.4,94.8,43.0,82.4,13577.2,23.4,46.8,14037.4,0.8,1.6,2951.0,0.0,0.0,2843.4,53.0,98.4,11229.8,48.0,90.8,13428.6,385.8,0.0,3548.6
malecns_all,0.152,PVLP069_L,0.2,3,0.5,48.199999999999996,94.8,12240.0,15.4,30.8,2397.2,0.2,0.4,90.0,34.0,68.0,13568.0,20.2,40.4,13934.0,2.6,5.2,4982.8,0.0,0.0,2855.6,35.0,69.2,13339.6,33.400000000000006,66.4,13275.6,385.4,0.0,3321.8
malecns_all,0.152,intact,0.2,6,0.5,41.2,81.2,12324.8,11.6,23.2,374.6,0.2,0.4,90.8,29.2,58.4,13578.2,18.0,36.0,13364.0,0.2,0.4,2965.0,0.0,0.0,2897.6,26.8,53.2,13381.4,31.0,61.2,13407.6,386.4,0.0,3345.4
malecns_all,0.152,intact,0.2,3,0.5,48.199999999999996,94.8,12240.0,15.4,30.8,2397.2,0.2,0.4,90.0,33.6,67.2,13600.6,24.2,48.4,14010.0,6.8,13.6,7147.4,0.0,0.0,2910.0,32.6,64.8,13364.0,38.400000000000006,76.4,13307.4,386.0,0.0,3429.0
malecns_all,0.152,intact,0.2,9,0.5,64.2,126.8,12124.6,23.4,46.8,453.6,0.2,0.4,79.2,49.6,98.0,7317.8,22.0,44.0,13616.0,3.0,6.0,2913.8,0.0,0.0,2859.0,58.8,114.0,12621.2,63.2,122.0,8838.6,381.4,0.0,4258.4
malecns_all,0.152,PVLP069_R,0.2,1,0.5,67.0,125.2,5390.6,6.2,12.4,303.4,0.0,0.0,75.6,43.6,84.4,7235.0,25.2,50.4,11940.0,5.6,11.2,4890.4,0.0,0.0,2721.8,70.8,129.6,6396.8,59.599999999999994,111.6,6811.8,384.2,0.0,3857.8
malecns_all,0.152,PVLP069_L,0.2,8,0.5,64.2,120.4,8931.4,20.0,40.0,368.8,1.2,2.4,99.0,31.799999999999997,62.8,13478.2,14.0,28.0,5793.6,3.8,7.6,6821.6,0.0,0.0,2793.6,54.4,100.0,8845.0,62.8,116.8,4774.4,384.0,0.0,3254.6
malecns_all,0.152,PVLP069_L,0.2,7,0.5,53.6,106.0,12265.6,7.8,15.6,276.4,0.0,0.0,83.8,37.400000000000006,74.4,11437.8,22.6,45.2,13943.0,0.0,0.0,2932.2,0.0,0.0,2801.2,47.800000000000004,92.4,11896.0,47.4,93.6,12649.6,386.0,0.0,3295.8
malecns_all,0.152,PVLP069_L,0.2,5,0.5,55.4,109.2,12138.6,9.0,18.0,265.8,0.6,1.2,96.4,29.8,59.2,12410.2,15.8,31.6,13850.2,0.0,0.0,2851.8,0.0,0.0,2815.2,40.2,78.4,13328.0,42.2,82.4,10793.4,387.6,0.0,3245.4
malecns_all,0.152,PVLP069_L,0.2,6,0.5,41.2,81.2,12324.8,11.6,23.2,374.6,0.2,0.4,90.8,26.0,52.0,13493.6,19.4,38.8,13901.4,0.0,0.0,2869.2,0.0,0.0,2824.8,30.4,60.0,13368.0,27.8,55.2,13370.4,386.0,0.0,3265.0
malecns_all,0.152,PVLP069_L,0.2,10,0.5,56.400000000000006,110.4,9953.4,19.6,39.2,397.6,1.0,2.0,80.6,33.4,66.0,5199.4,15.6,31.2,7644.2,2.2,4.4,2901.8,0.0,0.0,2817.4,55.8,104.8,9009.2,52.4,100.8,4795.6,391.2,0.0,3232.6
malecns_all,0.152,intact,0.2,5,0.5,55.4,109.2,12138.6,9.0,18.0,265.8,0.6,1.2,96.4,32.6,64.4,11413.6,15.0,30.0,13872.8,0.0,0.0,2923.6,0.0,0.0,2862.0,46.4,91.2,8924.0,42.8,84.0,8849.6,387.8,0.0,3280.2
malecns_all,0.152,PVLP069_L,0.2,9,0.5,64.2,126.8,12124.6,23.4,46.8,453.6,0.2,0.4,79.2,42.8,84.8,9634.4,25.6,51.2,14001.8,0.8,1.6,2848.2,0.0,0.0,2822.4,60.4,117.6,7348.2,59.0,115.2,10840.0,379.6,0.0,4014.6
malecns_all,0.152,PVLP069_R,0.2,2,0.5,51.0,96.8,12303.8,23.4,46.4,4988.0,1.2,2.4,94.8,48.2,90.4,9171.6,27.799999999999997,54.8,13982.2,3.6,7.2,2862.4,0.0,0.0,2753.6,46.0,86.0,13456.4,45.199999999999996,85.6,13380.4,384.4,0.0,3279.6
malecns_all,0.152,PVLP069_R,0.2,3,0.5,48.199999999999996,94.8,12240.0,15.4,30.8,2397.2,0.2,0.4,90.0,37.800000000000004,75.2,13518.8,24.6,49.2,13941.6,2.4,4.8,4918.4,0.0,0.0,2829.4,33.0,66.0,13381.0,40.4,80.0,13307.6,385.0,0.0,3317.2
malecns_all,0.152,PVLP069_R,0.2,4,0.5,53.2,102.4,11827.2,8.2,16.4,275.0,0.0,0.0,81.4,33.2,65.2,11328.0,18.8,37.6,13620.2,0.4,0.8,2766.2,0.0,0.0,2740.8,37.4,72.0,11090.8,37.6,72.4,11041.2,381.79999999999995,0.0,3211.8
malecns_all,0.152,intact,0.2,7,0.5,53.6,106.0,12265.6,7.8,15.6,276.4,0.0,0.0,83.8,34.800000000000004,69.2,9385.4,23.0,46.0,14051.0,1.4,2.8,3277.8,0.0,0.0,2887.8,45.0,87.2,12306.4,46.0,91.2,10922.6,386.6,0.0,3756.2
malecns_all,0.152,PVLP069_R,0.2,8,0.5,64.2,120.4,8931.4,20.0,40.0,368.8,1.2,2.4,99.0,36.400000000000006,70.4,11380.6,14.8,29.6,11167.2,8.0,16.0,7050.0,0.0,0.0,2793.6,61.4,112.8,6634.2,66.2,120.8,6717.4,383.4,0.0,3242.0
malecns_all,0.152,PVLP069_R,0.2,10,0.5,56.400000000000006,110.4,9953.4,19.6,39.2,397.6,1.0,2.0,80.6,37.6,73.2,5237.2,24.8,49.2,6382.4,0.6,1.2,2831.4,0.0,0.0,2791.2,48.6,91.2,9301.2,59.6,113.2,10147.0,389.4,0.0,3223.0
malecns_all,0.152,PVLP069_R,0.2,7,0.5,53.6,106.0,12265.6,7.8,15.6,276.4,0.0,0.0,83.8,42.199999999999996,82.8,10639.0,23.6,47.2,13971.6,0.0,0.0,3132.4,0.0,0.0,2769.2,51.4,98.8,11238.8,54.199999999999996,104.8,11030.0,385.0,0.0,3929.8
malecns_all,0.152,PVLP069_R,0.2,9,0.5,64.2,126.8,12124.6,23.4,46.8,453.6,0.2,0.4,79.2,59.800000000000004,116.4,6404.0,27.0,54.0,13878.6,1.2,2.4,2831.2,0.0,0.0,2802.6,55.400000000000006,108.4,9448.6,68.2,132.8,11113.6,379.4,0.0,3989.4
malecns_all,0.152,PVLP069_both,0.2,1,0.5,67.0,125.2,5390.6,6.2,12.4,303.4,0.0,0.0,75.6,44.8,86.0,2929.8,21.2,42.4,11790.0,6.6,13.2,4857.8,0.0,0.0,2686.4,70.2,128.4,4456.4,70.2,129.6,3288.8,383.6,0.0,3910.0
malecns_all,0.152,PVLP069_R,0.2,6,0.5,41.2,81.2,12324.8,11.6,23.2,374.6,0.2,0.4,90.8,29.2,57.6,13437.8,20.0,40.0,13948.0,0.6,1.2,2844.6,0.0,0.0,2763.6,30.2,60.0,13357.4,34.2,67.2,13379.2,385.4,0.0,3298.4
malecns_all,0.152,PVLP069_both,0.2,4,0.5,53.2,102.4,11827.2,8.2,16.4,275.0,0.0,0.0,81.4,30.400000000000002,59.2,12495.0,20.0,40.0,13771.8,0.0,0.0,2764.6,0.0,0.0,2742.2,53.6,100.4,9337.4,41.6,80.0,11057.8,381.6,0.0,3216.0
malecns_all,0.152,PVLP069_both,0.2,5,0.5,55.4,109.2,12138.6,9.0,18.0,265.8,0.6,1.2,96.4,37.0,72.8,11357.0,16.0,32.0,13831.6,0.0,0.0,2800.4,0.0,0.0,2783.4,46.0,89.2,10988.6,50.199999999999996,97.6,10947.0,386.0,0.0,3187.2
malecns_all,0.152,PVLP069_L,0.2,2,0.5,51.0,96.8,12303.8,23.4,46.4,4988.0,1.2,2.4,94.8,38.4,73.6,11540.0,26.0,52.0,14018.6,0.6,1.2,2889.4,0.0,0.0,2804.4,46.2,86.4,13453.4,55.0,102.8,10906.2,385.2,0.0,3260.2
malecns_all,0.152,PVLP069_both,0.2,3,0.5,48.199999999999996,94.8,12240.0,15.4,30.8,2397.2,0.2,0.4,90.0,37.2,74.0,13532.4,22.8,45.6,13947.8,0.2,0.4,4446.6,0.0,0.0,2857.4,32.4,63.6,13286.2,42.6,84.0,13327.2,384.20000000000005,0.0,3314.6
malecns_all,0.152,PVLP069_both,0.2,8,0.5,64.2,120.4,8931.4,20.0,40.0,368.8,1.2,2.4,99.0,40.6,78.0,9243.8,11.0,22.0,3807.8,8.2,16.4,6987.6,0.0,0.0,2790.8,61.2,112.0,4685.4,73.39999999999999,133.2,2435.2,382.4,0.0,3225.0
malecns_all,0.152,PVLP069_R,0.2,5,0.5,55.4,109.2,12138.6,9.0,18.0,265.8,0.6,1.2,96.4,32.0,63.2,9297.8,15.6,31.2,13763.0,0.0,0.0,2815.8,0.0,0.0,2783.6,45.800000000000004,88.4,10970.2,47.6,92.8,11058.2,386.0,0.0,3249.0
malecns_all,0.152,PVLP069_both,0.2,10,0.5,56.400000000000006,110.4,9953.4,19.6,39.2,397.6,1.0,2.0,80.6,44.4,86.0,2989.0,20.0,40.0,7894.0,0.8,1.6,2823.6,0.0,0.0,2740.2,54.599999999999994,103.6,6803.6,60.0,113.2,10050.6,388.4,0.0,3186.4
malecns_all,0.152,intact,0.2,1,1.0,78.8,142.4,882.4,10.6,20.8,342.2,0.0,0.0,80.2,65.0,118.0,3099.6,26.6,52.0,14223.2,4.4,8.8,5949.8,0.0,0.0,3950.2,77.60000000000001,138.4,2559.8,70.60000000000001,128.4,5278.2,385.0,0.0,4362.6
malecns_all,0.152,PVLP069_both,0.2,9,0.5,64.2,126.8,12124.6,23.4,46.8,453.6,0.2,0.4,79.2,55.800000000000004,108.4,7064.0,24.2,48.4,13975.0,2.4,4.8,2822.2,0.0,0.0,2769.0,53.0,103.6,11341.8,66.2,126.8,11000.2,378.6,0.0,4042.8
malecns_all,0.152,PVLP069_both,0.2,6,0.5,41.2,81.2,12324.8,11.6,23.2,374.6,0.2,0.4,90.8,26.0,52.0,13475.6,21.4,42.8,13925.8,0.4,0.8,2801.8,0.0,0.0,2739.0,28.0,56.0,13282.6,35.2,69.2,13437.2,384.79999999999995,0.0,3244.2
malecns_all,0.152,PVLP069_both,0.2,2,0.5,51.0,96.8,12303.8,23.4,46.4,4988.0,1.2,2.4,94.8,44.6,84.4,9355.0,26.0,52.0,14030.8,0.0,0.0,2817.8,0.0,0.0,2796.0,55.0,101.2,10777.8,65.2,120.4,6855.8,383.79999999999995,0.0,3270.6
malecns_all,0.152,intact,0.2,3,1.0,49.0,95.6,12461.6,38.199999999999996,75.6,12198.6,2.2,4.4,145.8,33.6,66.8,13658.6,25.0,50.0,14084.8,22.4,44.8,13613.6,0.0,0.0,3006.6,39.8,78.0,13492.0,35.6,70.8,13355.2,385.2,0.0,3582.6
malecns_all,0.152,intact,0.2,2,1.0,55.0,104.0,12588.0,59.6,106.8,5358.8,2.4,4.8,112.6,43.8,80.8,13195.0,24.4,48.8,14243.2,39.2,70.4,5420.6,0.0,0.0,2909.6,49.8,89.6,13686.8,49.400000000000006,90.4,13664.0,384.6,0.0,4237.2
malecns_all,0.152,intact,0.2,4,1.0,54.2,101.2,11920.8,9.6,19.2,307.2,0.0,0.0,78.4,23.4,46.8,13523.0,16.6,33.2,13229.6,0.2,0.4,2939.0,0.0,0.0,2895.0,31.200000000000003,61.2,13300.8,27.8,55.2,13179.6,379.2,0.0,3320.6
malecns_all,0.152,intact,0.2,5,1.0,50.0,98.4,12327.4,9.0,18.0,281.8,0.6,1.2,102.4,25.2,50.0,13216.4,13.6,27.2,13949.8,0.2,0.4,4845.0,0.0,0.0,2900.4,33.4,66.0,13374.6,41.6,82.0,12818.0,388.8,0.0,3326.8
malecns_all,0.152,intact,0.2,7,1.0,58.2,115.2,12427.6,15.0,30.0,335.6,0.2,0.4,95.4,44.599999999999994,87.6,10568.0,25.2,50.4,14261.0,5.6,11.2,9575.8,0.0,0.0,2914.4,48.8,96.0,13503.6,44.8,88.0,13413.0,385.6,0.0,4585.8
malecns_all,0.152,intact,0.2,10,1.0,69.8,132.4,3226.6,24.2,48.4,403.2,0.8,1.6,88.2,42.0,81.2,5307.4,24.0,48.0,3631.6,6.6,13.2,3045.4,0.0,0.0,2944.4,65.6,121.2,5006.8,53.2,102.4,2743.0,395.8,0.0,3308.2
malecns_all,0.152,intact,0.2,8,1.0,66.0,119.2,5448.0,24.6,49.2,12157.2,0.6,1.2,101.0,35.6,68.0,9387.0,13.2,26.4,8111.8,17.2,34.4,13488.6,0.0,0.0,2936.4,56.2,101.2,7018.0,67.60000000000001,120.4,2733.4,381.6,0.0,4242.2
malecns_all,0.152,PVLP069_L,0.2,1,1.0,78.8,142.4,882.4,10.6,20.8,342.2,0.0,0.0,80.2,58.6,108.4,5218.8,26.200000000000003,51.2,12218.6,5.4,10.4,5461.8,0.0,0.0,3907.0,77.0,137.2,2437.0,72.0,131.2,4048.8,384.8,0.0,4386.0
malecns_all,0.152,PVLP069_L,0.2,2,1.0,55.0,104.0,12588.0,59.6,106.8,5358.8,2.4,4.8,112.6,39.6,74.0,13826.4,28.0,55.2,14250.4,42.0,74.8,3236.0,0.0,0.0,2857.8,52.6,94.8,13490.6,48.8,89.6,13624.0,383.6,0.0,4257.8
malecns_all,0.152,PVLP069_L,0.2,5,1.0,50.0,98.4,12327.4,9.0,18.0,281.8,0.6,1.2,102.4,29.0,57.6,13436.8,14.2,28.4,13903.0,0.2,0.4,2897.0,0.0,0.0,2852.0,29.799999999999997,58.8,13335.0,40.599999999999994,79.6,12920.8,388.0,0.0,3270.8
malecns_all,0.152,PVLP069_L,0.2,7,1.0,58.2,115.2,12427.6,15.0,30.0,335.6,0.2,0.4,95.4,48.400000000000006,94.4,13381.0,25.6,51.2,14079.4,1.2,2.4,7378.0,0.0,0.0,2853.2,45.6,89.2,13450.0,50.0,98.8,13243.0,386.0,0.0,3979.2
malecns_all,0.152,PVLP069_L,0.2,6,1.0,42.2,82.4,12507.8,11.8,23.6,534.2,0.2,0.4,105.2,25.0,50.0,13645.2,20.8,41.6,14074.8,1.4,2.8,2936.0,0.0,0.0,2869.8,28.4,56.8,13479.0,24.8,49.2,13506.4,386.4,0.0,3287.0
malecns_all,0.152,PVLP069_L,0.2,10,1.0,69.8,132.4,3226.6,24.2,48.4,403.2,0.8,1.6,88.2,49.199999999999996,93.6,3100.0,27.0,53.6,3532.4,1.6,3.2,2926.8,0.0,0.0,2851.4,67.0,124.0,2665.6,59.0,112.8,2716.8,394.4,0.0,3250.6
malecns_all,0.152,PVLP069_R,0.2,1,1.0,78.8,142.4,882.4,10.6,20.8,342.2,0.0,0.0,80.2,68.4,125.2,3013.4,25.8,51.2,11936.4,0.0,0.0,3863.2,0.0,0.0,3885.6,75.4,134.4,2535.2,77.2,139.6,3483.6,384.0,0.0,4339.2
malecns_all,0.152,PVLP069_L,0.2,3,1.0,49.0,95.6,12461.6,38.199999999999996,75.6,12198.6,2.2,4.4,145.8,36.2,72.0,13632.4,25.4,50.4,14086.6,19.8,39.6,13000.0,0.0,0.0,2965.0,37.400000000000006,72.4,13459.0,37.199999999999996,73.6,13391.8,384.4,0.0,3484.6
malecns_all,0.152,PVLP069_both,0.2,7,0.5,53.6,106.0,12265.6,7.8,15.6,276.4,0.0,0.0,83.8,36.0,71.2,13614.4,20.8,41.6,11856.8,0.0,0.0,2937.4,0.0,0.0,2781.2,51.2,99.2,12320.6,48.6,95.2,12873.4,384.6,0.0,3262.4
malecns_all,0.152,PVLP069_L,0.2,8,1.0,66.0,119.2,5448.0,24.6,49.2,12157.2,0.6,1.2,101.0,43.0,79.6,7304.6,16.4,32.8,11984.0,16.8,33.6,13443.0,0.0,0.0,2868.2,56.599999999999994,101.6,7012.6,72.60000000000001,128.8,2706.8,381.2,0.0,4025.2
malecns_all,0.152,intact,0.2,9,1.0,80.2,156.4,9904.2,37.8,75.6,664.2,0.8,1.6,83.8,47.800000000000004,95.2,9388.4,25.4,50.8,14147.8,3.4,6.8,3138.0,0.0,0.0,2866.2,64.2,127.2,5362.4,77.2,150.4,6227.8,375.4,0.0,4345.2
malecns_all,0.152,PVLP069_L,0.2,9,1.0,80.2,156.4,9904.2,37.8,75.6,664.2,0.8,1.6,83.8,60.800000000000004,120.4,9142.2,29.8,59.6,14097.0,7.4,14.8,2885.8,0.0,0.0,2832.0,66.8,132.0,5400.6,73.6,143.6,4791.8,374.8,0.0,4303.6
malecns_all,0.152,PVLP069_R,0.2,2,1.0,55.0,104.0,12588.0,59.6,106.8,5358.8,2.4,4.8,112.6,42.199999999999996,78.8,13809.8,25.599999999999998,50.8,14195.0,37.6,69.2,3159.4,0.0,0.0,2877.2,48.199999999999996,87.6,13750.2,45.6,84.0,13608.6,383.2,0.0,4514.2
malecns_all,0.152,PVLP069_R,0.2,4,1.0,54.2,101.2,11920.8,9.6,19.2,307.2,0.0,0.0,78.4,26.0,52.0,13460.8,18.8,37.6,13000.4,4.4,8.8,7016.4,0.0,0.0,2783.8,38.599999999999994,73.6,13264.0,31.6,61.6,13227.2,377.8,0.0,3274.0
malecns_all,0.152,PVLP069_L,0.2,4,1.0,54.2,101.2,11920.8,9.6,19.2,307.2,0.0,0.0,78.4,29.2,57.6,13434.6,17.0,34.0,13857.6,0.0,0.0,3568.4,0.0,0.0,2833.0,33.2,64.0,13270.8,30.2,58.8,13154.4,379.0,0.0,3238.4
malecns_all,0.152,PVLP069_R,0.2,3,1.0,49.0,95.6,12461.6,38.199999999999996,75.6,12198.6,2.2,4.4,145.8,37.800000000000004,75.2,13692.2,29.599999999999998,58.8,14080.4,19.8,39.6,11515.4,0.0,0.0,2947.2,38.6,75.2,13558.4,39.4,77.6,13388.2,384.2,0.0,3769.6
malecns_all,0.152,PVLP069_R,0.2,5,1.0,50.0,98.4,12327.4,9.0,18.0,281.8,0.6,1.2,102.4,29.4,58.4,13535.2,13.8,27.6,13863.4,0.2,0.4,2860.6,0.0,0.0,2827.0,32.4,64.0,13451.2,50.0,97.2,13217.0,386.79999999999995,0.0,3692.2
malecns_all,0.152,PVLP069_both,0.2,1,1.0,78.8,142.4,882.4,10.6,20.8,342.2,0.0,0.0,80.2,63.0,114.0,4982.0,33.6,64.4,12228.2,0.0,0.0,3854.0,0.0,0.0,3909.8,77.19999999999999,137.2,2413.6,77.2,138.4,3463.2,382.2,0.0,4362.8
malecns_all,0.152,PVLP069_R,0.2,8,1.0,66.0,119.2,5448.0,24.6,49.2,12157.2,0.6,1.2,101.0,44.6,82.4,7271.8,18.0,36.0,10537.2,18.6,37.2,13449.4,0.0,0.0,2857.8,57.0,102.4,7002.0,77.8,137.2,2684.8,380.0,0.0,4416.2
malecns_all,0.152,PVLP069_R,0.2,7,1.0,58.2,115.2,12427.6,15.0,30.0,335.6,0.2,0.4,95.4,41.2,81.2,13723.6,24.8,49.6,14176.4,0.8,1.6,7618.0,0.0,0.0,2815.0,46.2,91.2,13155.8,47.800000000000004,94.4,13450.2,384.79999999999995,0.0,4501.0
malecns_all,0.152,PVLP069_R,0.2,9,1.0,80.2,156.4,9904.2,37.8,75.6,664.2,0.8,1.6,83.8,66.6,131.2,11397.6,29.2,58.4,14075.6,7.8,15.6,3313.2,0.0,0.0,2852.0,68.60000000000001,136.4,5256.0,81.39999999999999,157.6,6129.6,373.6,0.0,4297.0
malecns_all,0.152,PVLP069_R,0.2,6,1.0,42.2,82.4,12507.8,11.8,23.6,534.2,0.2,0.4,105.2,27.8,55.6,13605.4,20.4,40.8,14052.0,5.2,10.4,5039.4,0.0,0.0,2807.4,28.2,56.4,13460.0,31.6,63.2,13493.0,386.0,0.0,3648.4
malecns_all,0.152,intact,0.2,6,1.0,42.2,82.4,12507.8,11.8,23.6,534.2,0.2,0.4,105.2,26.8,53.6,13677.4,21.0,42.0,14106.0,4.8,9.6,5167.4,0.0,0.0,2904.8,29.8,59.2,13492.4,23.4,46.8,13549.4,386.6,0.0,3784.6
malecns_all,0.152,PVLP069_both,0.2,4,1.0,54.2,101.2,11920.8,9.6,19.2,307.2,0.0,0.0,78.4,27.2,54.0,13476.6,16.8,33.6,13175.6,0.2,0.4,2792.8,0.0,0.0,2778.6,33.0,63.2,13339.2,32.6,64.0,13217.4,376.6,0.0,3248.0
malecns_all,0.152,PVLP069_both,0.2,10,1.0,69.8,132.4,3226.6,24.2,48.4,403.2,0.8,1.6,88.2,43.199999999999996,83.6,5209.4,22.4,44.4,6404.4,3.0,6.0,2897.2,0.0,0.0,2817.8,64.39999999999999,119.6,2713.6,68.2,128.4,2522.0,393.2,0.0,3265.8
malecns_all,0.152,PVLP069_both,0.2,3,1.0,49.0,95.6,12461.6,38.199999999999996,75.6,12198.6,2.2,4.4,145.8,40.199999999999996,79.6,13660.6,29.4,58.4,14088.6,20.6,41.2,11484.2,0.0,0.0,2957.4,40.4,79.2,13470.6,43.8,86.8,13406.2,383.0,0.0,3881.8
malecns_all,0.152,PVLP069_both,0.2,8,1.0,66.0,119.2,5448.0,24.6,49.2,12157.2,0.6,1.2,101.0,44.4,83.2,7261.0,14.0,28.0,10055.6,18.6,37.2,13427.2,0.0,0.0,2820.8,56.4,101.2,8880.6,75.2,131.6,2781.4,379.2,0.0,4074.2
malecns_all,0.152,PVLP069_both,0.2,7,1.0,58.2,115.2,12427.6,15.0,30.0,335.6,0.2,0.4,95.4,40.0,79.2,13685.6,27.0,54.0,14075.6,2.0,4.0,7106.6,0.0,0.0,2806.4,48.199999999999996,94.8,13417.6,45.6,90.4,13474.8,383.4,0.0,4378.2
malecns_all,0.152,PVLP069_both,0.2,5,1.0,50.0,98.4,12327.4,9.0,18.0,281.8,0.6,1.2,102.4,31.2,62.4,13461.0,13.8,27.6,13877.0,0.0,0.0,2860.8,0.0,0.0,2857.0,33.6,66.0,13429.8,39.2,76.4,13279.8,386.0,0.0,3293.0
malecns_all,0.152,PVLP069_both,0.2,2,1.0,55.0,104.0,12588.0,59.6,106.8,5358.8,2.4,4.8,112.6,47.2,87.2,13754.8,28.2,56.4,14200.6,47.199999999999996,84.8,3178.8,0.0,0.0,2855.6,55.4,98.0,13474.4,47.8,87.6,13564.8,382.6,0.0,4520.0
malecns_all,0.152,PVLP069_both,0.2,9,1.0,80.2,156.4,9904.2,37.8,75.6,664.2,0.8,1.6,83.8,64.8,127.6,11569.0,32.2,64.4,14104.4,3.4,6.8,3255.2,0.0,0.0,2795.2,72.0,140.0,3625.6,80.8,157.2,5878.2,373.0,0.0,4333.2
malecns_all,0.152,PVLP069_R,0.2,10,1.0,69.8,132.4,3226.6,24.2,48.4,403.2,0.8,1.6,88.2,47.0,91.2,3092.4,26.799999999999997,52.8,3569.0,2.6,5.2,2928.4,0.0,0.0,2849.2,65.60000000000001,122.4,2758.2,67.2,126.0,2555.6,393.8,0.0,3441.4
malecns_all,0.152,PVLP069_both,0.2,6,1.0,42.2,82.4,12507.8,11.8,23.6,534.2,0.2,0.4,105.2,26.8,53.6,13595.4,21.2,42.4,14021.6,0.0,0.0,2818.8,0.0,0.0,2775.2,30.2,60.0,13529.4,30.8,61.6,13522.0,385.0,0.0,3906.0
malecns_all,0.152,intact,0.1,1,0.5,75.2,138.8,3404.4,10.4,20.8,315.0,0.0,0.0,85.2,43.0,82.8,7129.8,26.8,53.2,7331.6,4.2,8.4,5034.4,0.0,0.0,2843.0,71.8,131.2,2569.0,63.4,119.6,2636.8,383.0,0.0,3963.4
malecns_all,0.152,intact,0.1,5,0.5,52.2,101.2,11920.2,15.4,30.8,357.4,1.0,2.0,94.6,35.6,70.4,12002.8,17.8,35.6,13849.0,0.0,0.0,2912.2,0.0,0.0,2865.6,36.0,69.6,13360.0,42.0,83.6,11014.2,384.6,0.0,3303.6
malecns_all,0.152,intact,0.1,3,0.5,49.199999999999996,96.8,12212.0,14.4,28.8,389.2,0.8,1.6,94.6,32.6,64.8,13430.6,23.2,46.4,13936.2,9.6,19.2,8772.8,0.0,0.0,2894.6,38.4,74.8,13324.0,37.6,74.4,13290.6,383.20000000000005,0.0,3409.4
malecns_all,0.152,intact,0.1,2,0.5,53.8,102.8,12247.4,21.400000000000002,41.6,479.0,0.2,0.4,97.8,53.2,98.0,13063.6,24.2,47.6,14028.2,0.8,1.6,2974.0,0.0,0.0,2886.0,48.2,90.4,13341.6,53.599999999999994,99.6,9102.2,382.6,0.0,3308.6
malecns_all,0.152,intact,0.1,6,0.5,42.599999999999994,83.6,12308.8,11.4,22.8,377.8,0.4,0.8,89.4,28.0,55.2,13583.6,20.2,40.4,13964.2,4.2,8.4,5071.0,0.0,0.0,2879.4,31.200000000000003,61.2,13374.2,25.4,50.8,13398.0,384.2,0.0,3359.0
malecns_all,0.152,intact,0.1,8,0.5,73.6,138.0,7066.6,18.8,37.6,2212.8,0.0,0.0,81.0,45.6,86.8,5247.2,22.0,43.6,11080.2,0.8,1.6,5733.4,0.0,0.0,2891.6,49.4,91.6,9026.4,54.2,103.2,6782.6,381.4,0.0,3624.0
