graph,w,mode,eat,eat_status,eat_at_max,bitter,bitter_status,bitter_at_max,escape,escape_status,escape_at_max,turn_away,turn_away_status,turn_away_at_max,turn_to,turn_to_status,turn_to_at_max,head,head_status,head_at_max,eat_ci,eat_never_share,bitter_ci,bitter_never_share,escape_ci,escape_never_share,turn_away_ci,turn_away_never_share,turn_to_ci,turn_to_never_share,head_ci,head_never_share
malecns_ge5,0.5524861878453039,B,8.8,crossed,0.0,,unmeasurable,,85.3,crossed,0.24140423128697347,33.8,crossed,0.0,68.4,crossed,0.0,87.4,crossed,0.2654182123117813,2-20,0.0,не падает вдвое,1.0,83-86,0.0,18-45,0.0,45-73,0.0,85-88,0.0
