graph,w,mode,eat,eat_status,eat_at_max,bitter,bitter_status,bitter_at_max,escape,escape_status,escape_at_max,turn_away,turn_away_status,turn_away_at_max,turn_to,turn_to_status,turn_to_at_max,head,head_status,head_at_max,eat_ci,eat_never_share,bitter_ci,bitter_never_share,escape_ci,escape_never_share,turn_away_ci,turn_away_never_share,turn_to_ci,turn_to_never_share,head_ci,head_never_share
malecns_all,0.5524861878453039,B,9.3,crossed,0.0,,unmeasurable,,85.7,crossed,0.24531038961038962,36.1,crossed,0.0,67.6,crossed,0.0,88.3,crossed,0.28591933363867794,3-20,0.0,не падает вдвое,1.0,83-87,0.0,20-46,0.0,45-73,0.0,86-90,0.0
