graph,w,mode,eat,eat_status,eat_at_max,bitter,bitter_status,bitter_at_max,escape,escape_status,escape_at_max,turn_away,turn_away_status,turn_away_at_max,turn_to,turn_to_status,turn_to_at_max,head,head_status,head_at_max,eat_ci,eat_never_share,bitter_ci,bitter_never_share,escape_ci,escape_never_share,turn_away_ci,turn_away_never_share,turn_to_ci,turn_to_never_share,head_ci,head_never_share
malecns_all,0.5524861878453039,A,16.9,crossed,0.0,,unmeasurable,,,never,0.9680238186184993,55.3,crossed,0.0,83.2,crossed,0.0,,never,1.6507751792560053,9-27,0.0,не падает вдвое,1.0,не падает вдвое,1.0,39-75,0.0,81-87,0.0,не падает вдвое,1.0
