graph,mode,frac,mask,syn_lost
malecns_ge5,A,0.05,22,0.09887358349573162
malecns_ge5,A,0.1,22,0.18766265390865694
malecns_ge5,A,0.15,22,0.2715455124586
malecns_ge5,A,0.2,22,0.3520215648562678
malecns_ge5,A,0.3,22,0.5000665596429956
malecns_ge5,A,0.4,22,0.6322680970932956
malecns_ge5,A,0.5,22,0.7462973865234983
malecns_ge5,A,0.7,22,0.9042184615754608
malecns_ge5,A,0.85,22,0.9747242416438339
malecns_ge5,A,0.95,22,0.9960509208182526
malecns_ge5,A,0.0,23,0.0
malecns_ge5,A,0.01,23,0.019039579512004644
malecns_ge5,A,0.02,23,0.037153910334169975
malecns_ge5,A,0.05,23,0.0920082948304326
malecns_ge5,A,0.1,23,0.18733644757795392
malecns_ge5,A,0.15,23,0.2758380940055299
malecns_ge5,A,0.2,23,0.36046434770753044
malecns_ge5,A,0.3,23,0.5072723082653503
malecns_ge5,A,0.4,23,0.642303664181621
malecns_ge5,A,0.5,23,0.7488985451728122
malecns_ge5,A,0.7,23,0.9058980268824285
malecns_ge5,A,0.85,23,0.9750648019000585
malecns_ge5,A,0.95,23,0.9958831983189502
malecns_ge5,A,0.0,24,0.0
malecns_ge5,A,0.01,24,0.01821052886960574
malecns_ge5,A,0.02,24,0.03908337659292215
malecns_ge5,A,0.05,24,0.09575813528510167
malecns_ge5,A,0.1,24,0.18643436799615778
malecns_ge5,A,0.15,24,0.27420662772228244
malecns_ge5,A,0.2,24,0.35626050863647724
malecns_ge5,A,0.3,24,0.5091755518635803
malecns_ge5,A,0.4,24,0.6377560218478783
malecns_ge5,A,0.5,24,0.7461738513803244
malecns_ge5,A,0.7,24,0.9069666253734988
malecns_ge5,A,0.85,24,0.9756167482271648
malecns_ge5,A,0.95,24,0.9956721800116884
malecns_ge5,A,0.0,25,0.0
malecns_ge5,A,0.01,25,0.020870217656217712
malecns_ge5,A,0.02,25,0.03911047965726125
malecns_ge5,A,0.05,25,0.09864933684251151
malecns_ge5,A,0.1,25,0.19134323221494298
malecns_ge5,A,0.15,25,0.27725077436809265
malecns_ge5,A,0.2,25,0.3596139444864828
malecns_ge5,A,0.3,25,0.5092321317392586
malecns_ge5,A,0.4,25,0.6380794309462009
malecns_ge5,A,0.5,25,0.7445956216671213
malecns_ge5,A,0.7,25,0.9059385366023597
malecns_ge5,A,0.85,25,0.9751724674858233
malecns_ge5,A,0.95,25,0.9958814820887248
malecns_ge5,A,0.0,26,0.0
malecns_ge5,A,0.01,26,0.018126400155503833
malecns_ge5,A,0.02,26,0.04038514836325519
malecns_ge5,A,0.05,26,0.09829340852472282
malecns_ge5,A,0.1,26,0.1915401083393733
malecns_ge5,A,0.15,26,0.27859531816183586
malecns_ge5,A,0.2,26,0.3577729978165651
malecns_ge5,A,0.3,26,0.5058013095081796
malecns_ge5,A,0.4,26,0.6322629595469714
malecns_ge5,A,0.5,26,0.7431295041361762
malecns_ge5,A,0.7,26,0.9064279631141113
malecns_ge5,A,0.85,26,0.974869084788248
malecns_ge5,A,0.95,26,0.9961997759294275
malecns_ge5,A,0.0,27,0.0
malecns_ge5,A,0.01,27,0.019259502156604873
malecns_ge5,A,0.02,27,0.03773550063789714
malecns_ge5,A,0.05,27,0.09318991934063416
malecns_ge5,A,0.1,27,0.18215530454834108
malecns_ge5,A,0.15,27,0.2687482466451516
malecns_ge5,A,0.2,27,0.3504398023834448
malecns_ge5,A,0.3,27,0.502730527860819
malecns_ge5,A,0.4,27,0.6296808800284751
malecns_ge5,A,0.5,27,0.7414991745768442
malecns_ge5,A,0.7,27,0.9043259599959439
malecns_ge5,A,0.85,27,0.9748712690812622
malecns_ge5,A,0.95,27,0.995940112525192
malecns_ge5,A,0.0,28,0.0
malecns_ge5,A,0.01,28,0.019600307588576064
malecns_ge5,A,0.02,28,0.0387973233628827
malecns_ge5,A,0.05,28,0.09917026843768699
malecns_ge5,A,0.1,28,0.18978330152790962
malecns_ge5,A,0.15,28,0.27827897458275297
malecns_ge5,A,0.2,28,0.3612828112154219
malecns_ge5,A,0.3,28,0.5105610177182829
malecns_ge5,A,0.4,28,0.6362947855431587
malecns_ge5,A,0.5,28,0.7468190313572091
malecns_ge5,A,0.7,28,0.9066986148495305
malecns_ge5,A,0.85,28,0.9758014101416792
malecns_ge5,A,0.95,28,0.9961255768330585
malecns_ge5,A,0.0,29,0.0
malecns_ge5,A,0.01,29,0.019793138313189303
malecns_ge5,A,0.02,29,0.036853893230932785
malecns_ge5,A,0.05,29,0.09475850918925942
malecns_ge5,A,0.1,29,0.18750587516312964
malecns_ge5,A,0.15,29,0.2829350626069085
malecns_ge5,A,0.2,29,0.362817789698074
malecns_ge5,A,0.3,29,0.5112170411497735
malecns_ge5,A,0.4,29,0.636533241245323
malecns_ge5,A,0.5,29,0.7451723641776793
malecns_ge5,A,0.7,29,0.9054741514498061
malecns_ge5,A,0.85,29,0.9742528355494491
malecns_ge5,A,0.95,29,0.9957605547239454
malecns_ge5,A,0.0,30,0.0
malecns_ge5,A,0.01,30,0.01763088882749837
malecns_ge5,A,0.02,30,0.037945337643835
malecns_ge5,A,0.05,30,0.09478240268018993
malecns_ge5,A,0.1,30,0.18859899122884882
malecns_ge5,A,0.15,30,0.2770159071473088
malecns_ge5,A,0.2,30,0.35721609225276846
malecns_ge5,A,0.3,30,0.5089062485947669
malecns_ge5,A,0.4,30,0.6426384628078032
malecns_ge5,A,0.5,30,0.7512004111017763
malecns_ge5,A,0.7,30,0.9078744108635769
malecns_ge5,A,0.85,30,0.9759919228410529
malecns_ge5,A,0.95,30,0.9960693201435914
malecns_ge5,A,0.0,31,0.0
malecns_ge5,A,0.01,31,0.01859578912215615
malecns_ge5,A,0.02,31,0.03946061291195112
malecns_ge5,A,0.05,31,0.09534996224460669
malecns_ge5,A,0.1,31,0.1889218542539179
malecns_ge5,A,0.15,31,0.2773279267177718
malecns_ge5,A,0.2,31,0.3556383306023541
malecns_ge5,A,0.3,31,0.5061792144883354
malecns_ge5,A,0.4,31,0.6337026761077605
malecns_ge5,A,0.5,31,0.7420247533668508
malecns_ge5,A,0.7,31,0.9065085479242413
malecns_ge5,A,0.85,31,0.9749056716962353
malecns_ge5,A,0.95,31,0.9960602374966192
malecns_ge5,A,0.0,32,0.0
malecns_ge5,A,0.01,32,0.019591592705223607
malecns_ge5,A,0.02,32,0.038186757743661426
malecns_ge5,A,0.05,32,0.09676248658623988
malecns_ge5,A,0.1,32,0.18401400417117497
malecns_ge5,A,0.15,32,0.2710392022533969
malecns_ge5,A,0.2,32,0.3532938263822053
malecns_ge5,A,0.3,32,0.5006019788959181
malecns_ge5,A,0.4,32,0.631442133436432
malecns_ge5,A,0.5,32,0.7388154808557806
malecns_ge5,A,0.7,32,0.9023026025706388
malecns_ge5,A,0.85,32,0.9744401832528227
malecns_ge5,A,0.95,32,0.9959061111068949
malecns_ge5,A,0.0,33,0.0
malecns_ge5,A,0.01,33,0.01751429661569095
