graph,w,mode,eat,eat_status,eat_at_max,bitter,bitter_status,bitter_at_max,escape,escape_status,escape_at_max,turn_away,turn_away_status,turn_away_at_max,turn_to,turn_to_status,turn_to_at_max,head,head_status,head_at_max,eat_ci,eat_never_share,bitter_ci,bitter_never_share,escape_ci,escape_never_share,turn_away_ci,turn_away_never_share,turn_to_ci,turn_to_never_share,head_ci,head_never_share
malecns_ge5,0.5524861878453039,syn,4.9,crossed,0.0,,unmeasurable,,85.5,crossed,0.2630806895300288,53.9,crossed,0.0,72.5,crossed,0.0,86.7,crossed,0.20971381610050568,4-6,0.0,не падает вдвое,1.0,85-86,0.0,53-55,0.0,72-73,0.0,87-87,0.0
