graph,w,mode,frac,n,eat_n,eat_measurable,eat_med,eat_q25,eat_q75,bitter_n,bitter_measurable,bitter_med,bitter_q25,bitter_q75,escape_n,escape_measurable,escape_med,escape_q25,escape_q75,turn_away_n,turn_away_measurable,turn_away_med,turn_away_q25,turn_away_q75,turn_to_n,turn_to_measurable,turn_to_med,turn_to_q25,turn_to_q75,head_n,head_measurable,head_med,head_q25,head_q75
malecns_all,0.5524861878453039,B,0.0,100,100,1.0,1.0,0.8181966944853543,1.441138574180077,98,0.98,1.0,1.0,1.0,100,1.0,1.0,0.9985558441558442,1.00143819180513,100,1.0,1.0,0.9786952277648078,1.0208313801961264,100,1.0,1.0,0.9867563089320411,1.0145528911461945,100,1.0,1.0,0.9910374332399313,1.0054306468168237
malecns_all,0.5524861878453039,B,0.01,100,100,1.0,0.9090983472426772,0.6237372589794637,1.2158382843416504,97,0.97,1.0,1.0,1.0,100,1.0,0.9985620702051118,0.9961947086926357,1.0009050500028271,100,1.0,1.0208313801961264,0.969690909090909,1.0535100408582099,100,1.0,1.0202765685380726,0.9933096491433315,1.0460385104752337,100,1.0,0.9971173082728312,0.9836066971278281,1.011136507365255
malecns_all,0.5524861878453039,B,0.02,100,100,1.0,0.825940533534939,0.47366537419159666,1.3648440201657988,90,0.9,1.0,1.0,1.0,100,1.0,0.9985550580122748,0.9942255125577295,1.0014366366925544,100,1.0,1.0208313801961264,0.9464946466710872,1.0833442709016932,100,1.0,1.0132436910679588,0.9706925659948732,1.0572363636363635,100,1.0,0.9973172892313343,0.9805865459400017,1.0140292438769343
malecns_all,0.5524861878453039,B,0.05,100,100,1.0,0.6315664819288522,0.2193015927715409,1.2841138810886703,76,0.76,1.0,1.0,1.0,100,1.0,0.9919994920728012,0.9868050498531498,0.9956747966075981,100,1.0,1.0653438678813685,0.8734315163901593,1.1875011718823243,100,1.0,1.0050775274196315,0.9023575757575758,1.0699352216438374,100,1.0,0.994938549524519,0.9768900250208425,1.024702975121037
malecns_all,0.5524861878453039,B,0.1,100,100,1.0,0.4768620723312894,0.15998847967743096,1.2494230126209254,71,0.71,1.0,1.0,1.0,100,1.0,0.9797980519480518,0.9712326050664958,0.9942192566157143,100,1.0,0.9479215495096844,0.6666791667447921,1.1250070312939455,100,1.0,1.0134696969696968,0.8499118801210459,1.1131331032132286,100,1.0,0.9973024010856141,0.9489043275952547,1.0412743981626469
malecns_all,0.5524861878453039,B,0.15,100,100,1.0,0.3484904270986745,0.06059944909591731,1.0454604340589808,62,0.62,1.0,1.0,1.0,100,1.0,0.9655161935205226,0.9611649377552597,0.9784468935802642,100,1.0,0.8229145182157389,0.5222615705150853,1.166669791686198,100,1.0,1.134335607708733,0.8777743698288902,1.2851253542830947,100,1.0,0.9729623164913345,0.9350427072421033,1.071220276731569
malecns_all,0.5524861878453039,B,0.2,100,100,1.0,0.2679631003173794,0.037033333333333335,0.6949567895527173,57,0.57,1.0,1.0,1.0,100,1.0,0.953922915026148,0.9451464258634397,0.9667624325487815,100,1.0,0.8203857776952015,0.2911986368879194,1.1491525818589783,100,1.0,0.9867563089320411,0.8587137162147966,1.2368272187746756,100,1.0,0.9703655469158972,0.9196276555823192,1.0479807239092285
malecns_all,0.5524861878453039,B,0.3,100,100,1.0,0.2247641875306824,0.0,0.6890698060252949,53,0.53,1.0,1.0,1.0,100,1.0,0.9214712762456294,0.9076143660017431,0.9425447319467726,100,1.0,0.8311265329499218,0.062020605441284016,1.214331232240656,100,1.0,1.0275177477200088,0.5841902929796835,1.2832634705502821,100,1.0,0.9592761527672273,0.9202818660096951,1.022070145048615
malecns_all,0.5524861878453039,B,0.4,100,100,1.0,0.0,0.0,0.4952159273909581,36,0.36,,,,100,1.0,0.8861653240169731,0.8734261761277926,0.9097122808418234,100,1.0,0.2916674479215495,0.0,1.140139540313028,100,1.0,0.9526819231655776,0.40513669278853054,1.210198726443448,100,1.0,0.9402648201660246,0.8696448372625916,1.0171910389105219
malecns_all,0.5524861878453039,B,0.5,100,100,1.0,0.0,0.0,0.0526265927715409,19,0.19,,,,100,1.0,0.8454878001896242,0.8293652597402598,0.8696268511078044,100,1.0,0.0,0.0,0.39583372396077476,100,1.0,0.9114974983175819,0.28091626337400394,1.1281894531990615,100,1.0,0.9126733428951224,0.8679325046378569,0.9752838247647417
malecns_all,0.5524861878453039,B,0.7,100,100,1.0,0.0,0.0,0.0,0,0.0,,,,100,1.0,0.7053308326808745,0.6780944729250349,0.7490067971078122,100,1.0,0.0,0.0,0.0,100,1.0,0.4426791594776678,0.29289647207655145,0.6682702849795069,100,1.0,0.8104366820705553,0.7461933375224405,0.9109027998601159
malecns_all,0.5524861878453039,B,0.85,100,100,1.0,0.0,0.0,0.0,0,0.0,,,,100,1.0,0.5198066938147623,0.45870193139079346,0.5565170542822175,100,1.0,0.0,0.0,0.0,100,1.0,0.0,0.0,0.22512199455897594,100,1.0,0.6042011328471344,0.5071981725556897,0.6580025417021909
malecns_all,0.5524861878453039,B,0.95,100,100,1.0,0.0,0.0,0.0,0,0.0,,,,100,1.0,0.24531038961038962,0.20827287141280465,0.28463214285714283,100,1.0,0.0,0.0,0.0,100,1.0,0.0,0.0,0.0,100,1.0,0.28591933363867794,0.17228934578888708,0.3419937992408495
