graph,w,mode,eat,eat_status,eat_at_max,bitter,bitter_status,bitter_at_max,escape,escape_status,escape_at_max,turn_away,turn_away_status,turn_away_at_max,turn_to,turn_to_status,turn_to_at_max,head,head_status,head_at_max,eat_ci,eat_never_share,bitter_ci,bitter_never_share,escape_ci,escape_never_share,turn_away_ci,turn_away_never_share,turn_to_ci,turn_to_never_share,head_ci,head_never_share
malecns_ge5,1.0,A,21.0,crossed,0.0,,unmeasurable,,,never,1.0068258721304364,92.9,crossed,0.0,,never,0.5482307711696048,,never,1.9161939587718373,14-42,0.0,62-(не доходит),0.949,не падает вдвое,1.0,28-95,0.001,20-(не доходит),0.48,не падает вдвое,1.0
